"sheet","id","status","label","evidence_count","evidence_files","memo"
"A","A-231","対象外","iOS Safari / reserve.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-232","対象外","iOS Safari / reserve.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-233","対象外","iOS Safari / reserve.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-234","対象外","iOS Safari / reserve.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-235","対象外","iOS Safari / reserve.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-236","対象外","iOS Safari / reserve.asp / カレンダー表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-237","対象外","iOS Safari / reserve.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-238","対象外","iOS Safari / reserve.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-239","対象外","iOS Safari / reserve.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-240","対象外","iOS Safari / reserve.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-241","未実施","iOS Safari / reserve.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示確認は要ログインのため未実施。"
"A","A-242","対象外","iOS Safari / reserve.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-243","対象外","iOS Safari / reserve.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-244","対象外","iOS Safari / reserve.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-245","対象外","iOS Safari / error.asp / ブレークポイント表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-246","対象外","iOS Safari / error.asp / 横スクロール発生なし","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-247","対象外","iOS Safari / error.asp / ヘッダ画像の追従","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-248","対象外","iOS Safari / error.asp / ボタン配置(action-row)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-249","対象外","iOS Safari / error.asp / タップターゲット","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-250","対象外","iOS Safari / error.asp / 縦/横画面切替","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-251","対象外","iOS Safari / error.asp / ブラウザズーム200%","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-252","未実施","iOS Safari / error.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示証拠: "
"A","A-253","対象外","iOS Safari / error.asp / 長文・端値表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-254","対象外","iOS Safari / error.asp / フォント・行間","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-255","対象外","iOS Safari / error.asp / 画像欠落時(alt)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-256","対象外","Android Chrome / index.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-257","対象外","Android Chrome / index.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-258","対象外","Android Chrome / index.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-259","対象外","Android Chrome / index.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-260","対象外","Android Chrome / index.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-261","対象外","Android Chrome / index.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-262","対象外","Android Chrome / index.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-263","対象外","Android Chrome / index.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-264","未実施","Android Chrome / index.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-265","対象外","Android Chrome / index.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-266","対象外","Android Chrome / index.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-267","対象外","Android Chrome / index.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-268","対象外","Android Chrome / main.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-269","対象外","Android Chrome / main.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-270","対象外","Android Chrome / main.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-271","対象外","Android Chrome / main.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-272","対象外","Android Chrome / main.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-273","対象外","Android Chrome / main.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-274","対象外","Android Chrome / main.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-275","対象外","Android Chrome / main.asp / フォーム入力域(select)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-276","対象外","Android Chrome / main.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-277","対象外","Android Chrome / main.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-278","未実施","Android Chrome / main.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-279","対象外","Android Chrome / main.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-280","対象外","Android Chrome / main.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-281","対象外","Android Chrome / main.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-282","対象外","Android Chrome / reserve.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-283","対象外","Android Chrome / reserve.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-284","対象外","Android Chrome / reserve.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-285","対象外","Android Chrome / reserve.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-286","対象外","Android Chrome / reserve.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-287","対象外","Android Chrome / reserve.asp / カレンダー表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-288","対象外","Android Chrome / reserve.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-289","対象外","Android Chrome / reserve.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-290","対象外","Android Chrome / reserve.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-291","対象外","Android Chrome / reserve.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-292","未実施","Android Chrome / reserve.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示確認は要ログインのため未実施。"
"A","A-293","対象外","Android Chrome / reserve.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-294","対象外","Android Chrome / reserve.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-295","対象外","Android Chrome / reserve.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-296","対象外","Android Chrome / error.asp / ブレークポイント表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-297","対象外","Android Chrome / error.asp / 横スクロール発生なし","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-298","対象外","Android Chrome / error.asp / ヘッダ画像の追従","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-299","対象外","Android Chrome / error.asp / ボタン配置(action-row)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-300","対象外","Android Chrome / error.asp / タップターゲット","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-301","対象外","Android Chrome / error.asp / 縦/横画面切替","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-302","対象外","Android Chrome / error.asp / ブラウザズーム200%","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-303","未実施","Android Chrome / error.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示証拠: "
"A","A-304","対象外","Android Chrome / error.asp / 長文・端値表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-305","対象外","Android Chrome / error.asp / フォント・行間","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-306","対象外","Android Chrome / error.asp / 画像欠落時(alt)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-307","対象外","iPad Safari / index.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-308","対象外","iPad Safari / index.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-309","対象外","iPad Safari / index.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-310","対象外","iPad Safari / index.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-311","対象外","iPad Safari / index.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-312","対象外","iPad Safari / index.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-313","対象外","iPad Safari / index.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-314","対象外","iPad Safari / index.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-315","未実施","iPad Safari / index.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-316","対象外","iPad Safari / index.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-317","対象外","iPad Safari / index.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-318","対象外","iPad Safari / index.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-319","対象外","iPad Safari / main.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-320","対象外","iPad Safari / main.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-321","対象外","iPad Safari / main.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-322","対象外","iPad Safari / main.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-323","対象外","iPad Safari / main.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-324","対象外","iPad Safari / main.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-325","対象外","iPad Safari / main.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-326","対象外","iPad Safari / main.asp / フォーム入力域(select)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-327","対象外","iPad Safari / main.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-328","対象外","iPad Safari / main.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-329","未実施","iPad Safari / main.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-330","対象外","iPad Safari / main.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-331","対象外","iPad Safari / main.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-332","対象外","iPad Safari / main.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-333","対象外","iPad Safari / reserve.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-334","対象外","iPad Safari / reserve.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-335","対象外","iPad Safari / reserve.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-336","対象外","iPad Safari / reserve.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-337","対象外","iPad Safari / reserve.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-338","対象外","iPad Safari / reserve.asp / カレンダー表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-339","対象外","iPad Safari / reserve.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-340","対象外","iPad Safari / reserve.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-341","対象外","iPad Safari / reserve.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-342","対象外","iPad Safari / reserve.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-343","未実施","iPad Safari / reserve.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示確認は要ログインのため未実施。"
"A","A-344","対象外","iPad Safari / reserve.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-345","対象外","iPad Safari / reserve.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-346","対象外","iPad Safari / reserve.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-347","対象外","iPad Safari / error.asp / ブレークポイント表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-348","対象外","iPad Safari / error.asp / 横スクロール発生なし","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-349","対象外","iPad Safari / error.asp / ヘッダ画像の追従","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-350","対象外","iPad Safari / error.asp / ボタン配置(action-row)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-351","対象外","iPad Safari / error.asp / タップターゲット","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-352","対象外","iPad Safari / error.asp / 縦/横画面切替","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-353","対象外","iPad Safari / error.asp / ブラウザズーム200%","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-354","未実施","iPad Safari / error.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示証拠: "
"A","A-355","対象外","iPad Safari / error.asp / 長文・端値表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-356","対象外","iPad Safari / error.asp / フォント・行間","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-357","対象外","iPad Safari / error.asp / 画像欠落時(alt)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"C","C1-01","未実施","index.asp / 該当コース0件","2","test_evidence/uid_course_probe.asp ; test_evidence/remaining_case_probe_20260617.txt","current account uid=3070 has 2 reservable courses (61, 77). C1-01 is not reproducible with current account. evidence: uid_course_probe.asp / remaining_case_probe_20260617.txt"
"C","C1-02","未実施","index.asp / 該当コース1件","2","test_evidence/uid_course_probe.asp ; test_evidence/remaining_case_probe_20260617.txt","current account uid=3070 has 2 reservable courses (61, 77). C1-02 is not reproducible with current account. evidence: uid_course_probe.asp / remaining_case_probe_20260617.txt"
"C","C1-03","合格","index.asp / 該当コース複数","1","test_evidence/C1_index_initial_20260615.png","index.asp で 2 コース（オンラインレッスン＆WEBセミナー / オンラインチャイナ）のラジオ一覧を表示確認。evidence: C1_index_initial_20260615.png"
"C","C1-04","合格","index.asp / 未選択で「次へ」","1","test_evidence/C1_04_after_timeout_20260615.png","コース未選択で次へ押下後、error.asp に「コースが選択されていません。」を表示確認。evidence: C1_04_after_timeout_20260615.png"
"C","C1-05","合格","index.asp / 選択して「次へ」","1","test_evidence/C1_05_to_main_20260615.png","オンラインレッスン＆WEBセミナー選択後、main.asp への遷移とセッション保持を確認。evidence: C1_05_to_main_20260615.png"
"C","C1-06","合格","index.asp / 「閉じる」リンク","2","test_evidence/C1_06_popup_before_close_chrome_20260617.png ; test_evidence/chrome_c1_c2_probe_20260617.json","script-opened popup で index.asp を開き、閉じる押下で window.close() により popup が閉じることを Chrome 実機で確認。evidence: C1_06_popup_before_close_chrome_20260617.png / chrome_c1_c2_probe_20260617.json"
"C","C2-01","合格","main.asp / 残回数あり","1","test_evidence/C1_05_to_main_20260615.png","残り 17 回の表示と学校 select の表示を確認。evidence: C1_05_to_main_20260615.png"
"C","C2-02","未実施","main.asp / 残回数0","2","test_evidence/runtime_regression_notes_20260615.txt ; test_evidence/remaining_case_probe_20260617.txt","runtime evidence shows current account remaining count is 17, not 0. C2-02 is not reproducible with current account. evidence: runtime_regression_notes_20260615.txt / remaining_case_probe_20260617.txt"
"C","C2-03","合格","main.asp / 学校未選択で予約","1","test_evidence/C2_03_no_school_20260615.png","学校未選択で予約操作後、error.asp に「学校名が選択されていないようです。」を表示確認。evidence: C2_03_no_school_20260615.png"
"C","C2-04","合格","main.asp / 学校選択して予約","1","test_evidence/C2_04_to_reserve_20260615.png","学校選択後、reserve.asp?School=5221 への遷移を確認。evidence: C2_04_to_reserve_20260615.png"
"C","C2-05","合格","main.asp / 学校Cookie記憶","1","test_evidence/C2_main_after_reserve_20260615.png","予約後に main.asp へ戻った際、ハオオンライン校が selected のまま保持されることを確認。evidence: C2_main_after_reserve_20260615.png"
"C","C2-06","未実施","main.asp / 予約済リスト(CourseType=1)","4","test_evidence/C2_06_main_chrome_20260617.png ; test_evidence/teacher_join_probe.asp ; test_evidence/scenario_probe.asp ; test_evidence/chrome_c1_c2_probe_20260617.json","現行アカウントでは CourseType=1 の予約済み UI 証跡を取得できず未実施。course 77 は予約済み対象データがそろわず、course 61 は CourseType=2。evidence: C2_06_main_chrome_20260617.png / teacher_join_probe.asp / scenario_probe.asp / chrome_c1_c2_probe_20260617.json"
"C","C2-07","保留","main.asp / 予約済リスト(CourseType=2)","2","test_evidence/C2_main_after_reserve_20260615.png ; test_evidence/runtime_regression_notes_20260615.txt","CourseType=2 セッションでキャンセル一覧を表示したところ、時刻は出るが text_name / lesson_name は空欄だった。改修起因の不具合とは断定せず、対象マスタデータ不足による LEFT JOIN 結果空欄として保留扱い。evidence: C2_main_after_reserve_20260615.png / runtime_regression_notes_20260615.txt"
"C","C2-08","未実施","main.asp / キャンセル期限内のレッスン","2","test_evidence/scenario_probe.asp ; test_evidence/remaining_case_probe_20260617.txt","current account reserved lesson is 2026-06-29 12:00 and is not past cancel deadline as of 2026-06-17. C2-08 is not reproducible with current account. evidence: scenario_probe.asp / remaining_case_probe_20260617.txt"
"C","C2-09","合格","main.asp / 未選択でキャンセル","1","test_evidence/C2_09_no_cancel_selection_20260615.png","キャンセル対象未選択で操作後、error.asp に「キャンセルするクラスが選択されていないようです。」を表示確認。evidence: C2_09_no_cancel_selection_20260615.png"
"C","C2-10","合格","main.asp / キャンセル実行","2","test_evidence/C2_10_cancel_done_20260615.png ; test_evidence/runtime_regression_notes_20260615.txt","12:00〜12:50 をキャンセル後、残回数が 16→17 に戻ることと DB 値の復元を確認。evidence: C2_10_cancel_done_20260615.png / runtime_regression_notes_20260615.txt"
"C","C2-11","合格","main.asp / CourseNumber>1のとき","1","test_evidence/C1_05_to_main_20260615.png","CourseNumber=2 の条件で戻るボタン表示を確認。evidence: C1_05_to_main_20260615.png"
"C","C3-01","合格","reserve.asp / 日付未選択(初期)","1","test_evidence/C2_04_to_reserve_20260615.png","reserve.asp 初期表示で「日付を選択してください」を確認。evidence: C2_04_to_reserve_20260615.png"
"C","C3-02","合格","reserve.asp / カレンダー前月/翌月","1","test_evidence/C3_02_C3_06_july_no_class_20260615.png","2026/07/01 へ月送りし、July カレンダーの再描画を確認。evidence: C3_02_C3_06_july_no_class_20260615.png"
"C","C3-03","合格","reserve.asp / 日付クリック","1","test_evidence/C3_03_click_date_20260615.png","2026/06/29 の日付選択後、その日のクラス一覧表示を確認。evidence: C3_03_click_date_20260615.png"
"C","C3-04","保留","reserve.asp / 当日セル強調","0","","calendar.js 上で canow 付与ロジックは確認したが、実画面の当日セル証跡が無いため保留。"
"C","C3-05","保留","reserve.asp / うるう年2月","0","","calendar.js 上でうるう年判定ロジックは確認したが、2/29 の実画面証跡が無いため保留。"
"C","C3-06","合格","reserve.asp / 該当クラス0件","1","test_evidence/C3_02_C3_06_july_no_class_20260615.png","2026/07/01 で「該当日の開講予定クラスはありません。」を確認。evidence: C3_02_C3_06_july_no_class_20260615.png"
"C","C3-07","合格","reserve.asp / 予約可クラス","1","test_evidence/C3_03_click_date_20260615.png","2026/06/29 12:00〜12:50 が「予約可能」でラジオ有効であることを確認。evidence: C3_03_click_date_20260615.png"
"C","C3-08","未実施","reserve.asp / 満員(total=0)","2","test_evidence/scenario_probe.asp ; test_evidence/remaining_case_probe_20260617.txt","probe on current account / future data found no total=0 class. C3-08 is not reproducible with current account. evidence: scenario_probe.asp / remaining_case_probe_20260617.txt"
"C","C3-09","未実施","reserve.asp / 予約期限切れ","2","test_evidence/scenario_probe.asp ; test_evidence/remaining_case_probe_20260617.txt","probe on current account / future data found no closed class. C3-09 is not reproducible with current account. evidence: scenario_probe.asp / remaining_case_probe_20260617.txt"
"C","C3-10","合格","reserve.asp / 既予約クラス","1","test_evidence/C3_03_click_date_20260615.png","2026/06/29 14:00〜14:50 が「予約済」でラジオ無効であることを確認。evidence: C3_03_click_date_20260615.png"
"C","C3-11","未実施","reserve.asp / 時間重複クラス","2","test_evidence/scenario_probe.asp ; test_evidence/remaining_case_probe_20260617.txt","probe on current account / future data found no overlapping class. C3-11 is not reproducible with current account. evidence: scenario_probe.asp / remaining_case_probe_20260617.txt"
"C","C3-12","合格","reserve.asp / 未選択で予約","1","test_evidence/C3_12_no_reserve_selection_20260615.png","予約対象未選択で操作後、error.asp に「予約するクラスが選択されていないようです。」を表示確認。evidence: C3_12_no_reserve_selection_20260615.png"
"C","C3-13","合格","reserve.asp / 予約実行","2","test_evidence/C3_13_reserved_20260615.png ; test_evidence/runtime_regression_notes_20260615.txt","12:00〜12:50 を予約後、成功メッセージ表示と DB 値変化を確認。evidence: C3_13_reserved_20260615.png / runtime_regression_notes_20260615.txt"
"C","C3-14","保留","reserve.asp / 特殊文字を含む名称表示","0","","ChkSecXss 経由のコード確認はできたが、特殊文字を含む実データ表示証跡が無いため保留。"
"C","C4-01","保留","error.asp / Message付きで遷移","0","","error.asp?Message=... の表示確認メモはあるが、提出用スクリーンショット証跡が残っていないため保留。"
"C","C4-02","保留","error.asp / 「戻る」「閉じる」","0","","error.asp の戻る/閉じるのコード確認はあるが、提出用の操作証跡が無いため保留。"
"BUG","BUG-001","対応済","index.asp / main.asp / reserve.asp / C1-01/C1-04/C2-03/C2-09/C3-12","0","","LogRecord updated to catch and clear file write errors. Logging failure no longer prevents subsequent error redirect or business flow. 2026/06/15 source retest OK. Runtime retest pending because _reserve2 ASP route is timeout/404 in this environment."
"BUG","BUG-002","対応済","reserve.asp / A-12","1","test_evidence/source_check_20260615.json","CodePage=932 と Session.CodePage=932 を追加済み。 2026/06/15 source recheck OK: reserve.asp has CodePage=932 / Session.CodePage=932 / charset=shift_jis. Display regression still requires logged-in page. evidence: source_check_20260615.json"
"BUG","BUG-003","対応済","全画面（確認済: error.asp） / A-043/A-094/A-145","1","test_evidence/bugfix_metrics_20260615.json","Added 751-900px media rule so .site-header img is constrained to the header width while preserving proportional height. 2026/06/15 local browser metrics OK. 768/900px imageExceedsHeader=false. evidence: bugfix_metrics_20260615.json"
"BUG","BUG-004","対応済","error.asp / A-048/A-099/A-150","1","test_evidence/source_check_20260615.json","CodePage=932 と Session.CodePage=932 を追加済み。 2026/06/15 source recheck OK: error.asp has CodePage=932 / Session.CodePage=932 / charset=shift_jis. localhost ASP route was timeout/404, so runtime display remains limited to existing static/headless evidence. evidence: source_check_20260615.json"
"BUG","BUG-005","データ不足","main.asp / C2-07","2","test_evidence/C2_main_after_reserve_20260615.png ; test_evidence/runtime_regression_notes_20260615.txt","コード回帰ではなくデータ不足と切り分け済み。修正対象外。C2-07 は保留扱い。 2026/06/15 原因切り分け完了。元版でも同系統の JOIN 構造で、対象データは text_name / lesson_name が空欄。evidence: C2_main_after_reserve_20260615.png / runtime_regression_notes_20260615.txt"
"BUG","BUG-006","本番確認待ち","main.asp / include.inc / C2-10 / 予約・キャンセルログ","0","","D: ドライブ/ログ出力先の環境差異が疑われる。コード問題とは断定していない。 2026/06/15 現テスト機では再現。D:\Inetpub\haolog 不在のため本番相当環境で要確認。"
